taxonomy_name,percentage,execution_number
g809-2015_tx002.ttl,100,1
gi2mo_tx002.ttl,100,1
gi2mo_tx005.ttl,100,1
gi2mo_tx006.ttl,100,1
goncalves2011ecg_tx003.ttl,100,1
goncalves2011ecg_tx007.ttl,100,1
goncalves2011ecg_tx011.ttl,100,1
guizzardi2005ontological_tx001.ttl,100,1
guizzardi2005ontological_tx004.ttl,100,1
guizzardi2005ontological_tx005.ttl,100,1
guizzardi2022ufo_tx002.ttl,100,1
guizzardi2022ufo_tx004.ttl,100,1
guizzardi2022ufo_tx009.ttl,100,1
haridy2021egyptian-e-government_tx003.ttl,100,1
health-organizations_tx001.ttl,100,1
health-organizations_tx002.ttl,100,1
idaf2013_tx002.ttl,100,1
idaf2013_tx003.ttl,100,1
idaf2013_tx004.ttl,100,1
internal-affairs2013_tx001.ttl,100,1
internal-affairs2013_tx003.ttl,100,1
internal-affairs2013_tx006.ttl,100,1
khantong2020ontology_tx002.ttl,100,1
kostov2017towards_tx002.ttl,100,1
kritz2020ontobg_tx004.ttl,100,1
kritz2020ontobg_tx006.ttl,100,1
kritz2020ontobg_tx008.ttl,100,1
kritz2020ontobg_tx009.ttl,100,1
kritz2020ontobg_tx010.ttl,100,1
laurier2018rea_tx002.ttl,100,1
library_tx002.ttl,100,1
library_tx003.ttl,100,1
lindeberg2022full-ontorights_tx001.ttl,100,1
lindeberg2022full-ontorights_tx002.ttl,100,1
lindeberg2022full-ontorights_tx003.ttl,100,1
lindeberg2022full-ontorights_tx006.ttl,100,1
lindeberg2022full-ontorights_tx007.ttl,100,1
lindeberg2022full-ontorights_tx009.ttl,100,1
lindeberg2022full-ontorights_tx010.ttl,100,1
lindeberg2022full-ontorights_tx011.ttl,100,1
lindeberg2022full-ontorights_tx012.ttl,100,1
lindeberg2022simple-ontorights_tx002.ttl,100,1
maddalena2021ontocovid_tx003.ttl,100,1
maddalena2021ontocovid_tx009.ttl,100,1
mgic-antt2011_tx008.ttl,100,1
mgic-antt2011_tx010.ttl,100,1
mgic-antt2011_tx016.ttl,100,1
mgic-antt2011_tx017.ttl,100,1
mgic-antt2011_tx018.ttl,100,1
mgic-antt2011_tx019.ttl,100,1
mgic-antt2011_tx020.ttl,100,1
mgic-antt2011_tx031.ttl,100,1
mgic-antt2011_tx051.ttl,100,1
mgic-antt2011_tx055.ttl,100,1
mgic-antt2011_tx056.ttl,100,1
mgic-antt2011_tx059.ttl,100,1
mgic-antt2011_tx060.ttl,100,1
mgic-antt2011_tx061.ttl,100,1
mgic-antt2011_tx062.ttl,100,1
mgic-antt2011_tx067.ttl,100,1
music-ontology_tx001.ttl,100,1
music-ontology_tx005.ttl,100,1
neves2020nwpontology_tx006.ttl,100,1
niederkofler2019dssapple_tx003.ttl,100,1
online-mentoring_tx001.ttl,100,1
online-mentoring_tx002.ttl,100,1
pereira2015doacao-orgaos_tx003.ttl,100,1
plato-ontology2019_tx001.ttl,100,1
plato-ontology2019_tx002.ttl,100,1
plato-ontology2019_tx003.ttl,100,1
plato-ontology2019_tx007.ttl,100,1
ppo-o2021_tx002.ttl,100,1
ppo-o2021_tx003.ttl,100,1
ppo-o2021_tx006.ttl,100,1
project-management-ontology_tx001.ttl,100,1
project-management-ontology_tx002.ttl,100,1
public-expense-ontology2020_tx002.ttl,100,1
public-tender_tx006.ttl,100,1
qam_tx003.ttl,100,1
qam_tx004.ttl,100,1
real-estate-ontology_tx001.ttl,100,1
recommendation-ontology_tx002.ttl,100,1
repa2021public-administration_tx003.ttl,100,1
rodrigues2019ontocrime_tx002.ttl,100,1
rodrigues2019turbidite_tx002.ttl,100,1
romanenko2023what_tx001.ttl,100,1
romanenko2023what_tx003.ttl,100,1
romanenko2023what_tx006.ttl,100,1
sales2018cover_tx002.ttl,100,1
sales2018cover_tx003.ttl,100,1
santos2020valuenetworks_tx003.ttl,100,1
sikora2021online-education_tx001.ttl,100,1
sikora2021online-education_tx003.ttl,100,1
silva2012itarchitecture_tx001.ttl,100,1
silva2012itarchitecture_tx004.ttl,100,1
silva2012itarchitecture_tx005.ttl,100,1
social-contract_tx002.ttl,100,1
sousa2022triponto_tx003.ttl,100,1
sousa2022triponto_tx005.ttl,100,1
sousa2022triponto_tx007.ttl,100,1
spo2017_tx002.ttl,100,1
sportbooking2021_tx001.ttl,100,1
sportbooking2021_tx003.ttl,100,1
srro-ontology_tx001.ttl,100,1
stock-broker2021_tx001.ttl,100,1
tourbo2021_tx001.ttl,100,1
tourbo2021_tx002.ttl,100,1
unimatch-ontology2022_tx001.ttl,100,1
unimatch-ontology2022_tx002.ttl,100,1
unimatch-ontology2022_tx003.ttl,100,1
vieira2020weathering_tx001.ttl,100,1
zanetti2019orm-o_tx001.ttl,100,1
zanetti2019orm-o_tx005.ttl,100,1
