execution_number,input_class_name,input_class_stereotype
102,Imóvel_Edificado_Arrendado_Imobilizado,role
103,Imóvel_Edificado_Cedido,subkind
104,Imóvel_Edificado_Comprado,subkind
105,Imóvel_Edificado_Comprado_Explorado,role
106,Imóvel_Edificado_Comprado_Imobilizado,role
107,Imóvel_Edificado_Construído,subkind
108,Imóvel_Edificado_Construído_Explorado,role
109,Imóvel_Edificado_Construído_Imobilizado,role
110,Imóvel_Edificado_Explorado,role
111,Imóvel_Edificado_Imobilizado,role
112,Imóvel_em_Área_de_Interesse_Público,rolemixin
113,Inscrição_no_Pavimento,subkind
114,Intersecção_Explorada,role
115,Interseção,kind
116,Interseção_Ferroviária,subkind
117,Interseção_Ideal,phase
118,Interseção_Rodoferroviária,subkind
119,Interseção_Rodoviária,subkind
120,Interseção_com_Defeito,phase
121,Interseção_em_Desnível,subkind
122,Interseção_em_Nível,subkind
123,Legenda,subkind
124,Linha_Contínua,subkind
125,Linha_Tracejada,subkind
126,Marca_Longitudinal,subkind
127,Marca_Transversal,subkind
128,Marca_de_Canalização,subkind
129,Marca_de_Delimitação,subkind
130,Marca_de_Sinalização,subkind
131,Matriz,role
132,Meio_Fio,kind
133,Município,kind
134,Muro,kind
135,Obra_da_Concessão,category
136,Obra_de_Arte_Corrente,category
137,Obra_de_Arte_Corrente_Linear,category
138,Obra_de_Arte_Corrente_Pontual,category
139,Obra_de_Arte_Especial,category
140,PFR_Fiscalizador,role
141,PPV_Fiscalizador,role
142,PPV_Fixo,subkind
143,PPV_Móvel,subkind
144,Parada_de_Ônibus,kind
145,Participação_em_Empresa,rolemixin
146,Passagem_de_Pedestre,kind
147,Passarela,subkind
148,País,kind
149,Ponte,kind
150,Ponte_Estaiada,subkind
151,Ponte_Estática,subkind
152,Ponte_Ferroviária,subkind
153,Ponte_Ideal,phase
154,Ponte_Móvel,subkind
155,Ponte_Rodoviária,subkind
156,Ponte_Suspensa,subkind
157,Ponte_Utilitária,subkind
158,Ponte_com_Defeito,phase
159,Ponte_em_Arco,subkind
160,Ponte_em_Caixão,subkind
161,Ponte_em_Laje,subkind
162,Ponte_em_Treliça,subkind
163,Ponte_em_Viga,subkind
164,Posto_da_PRF,subkind
165,Posto_de_Fiscalização_Fazendária,subkind
166,Posto_de_Fiscalização_Rodoviária,subkind
167,Posto_de_Fiscalização_da_ANTT,subkind
168,Posto_de_Fiscalização_de_OC,subkind
169,Posto_de_Pesagem_Veicular,subkind
170,Praça_Bidirecional,subkind
171,Praça_Unidirecional,subkind
172,Praça_de_Pedágio,subkind
173,Praça_de_Pedágio_Autorizada,role
174,Praça_de_Pedágio_Auxiliar,subkind
175,Produto,category
176,Produto_Adquirido_em_Convênio,rolemixin
177,Produto_Cotado,role
178,Produto_Cotado_Coletivamente,role
179,Produto_Cotado_Individualmente,role
180,Produto_Solicitado,role
181,Quota_como_Ativo,role
182,Radar,subkind
183,Rampa,kind
184,Região_Política,category
185,Rodovia,subkind
186,Rodovia_Arterial,subkind
187,Rodovia_Coletora,subkind
188,Rodovia_Diagonal,subkind
189,Rodovia_Estadual,subkind
190,Rodovia_Federal,subkind
191,Rodovia_Local,subkind
192,Rodovia_Longitudinal,subkind
193,Rodovia_Municipal,subkind
194,Rodovia_Radial,subkind
195,Rodovia_Transversal,subkind
196,Rodovia_Vicinal,subkind
197,Rodovia_com_Fiscalização,role
198,Rodovia_de_Ligação,subkind
199,Rotatória,subkind
200,Sarjeta,kind
201,Segmento_Homogêneo,kind
202,Serviço,kind
203,Serviço_Delegado,role
204,Serviço_Executado,role
205,Serviço_Executado_em_Concessão_Rodoviária,role
206,Serviço_com_Intervenção,subkind
207,Serviço_de_Conservação,subkind
208,Serviço_de_Manutenção,subkind
209,Serviço_de_Manutenção_Delegado,role
210,Serviço_de_Melhoramento,subkind
211,Serviço_de_Monitoração,subkind
212,Serviço_de_Operação,subkind
213,Serviço_de_Recuperação,subkind
214,Serviço_em_Concessão_Rodoviária,subkind
215,Serviços_de_Auxílio_aos_Usuários,subkind
216,Seta_Direcional,subkind
217,Sinalização_Aérea,subkind
218,Sinalização_Horizontal,subkind
219,Sinalização_Permanente,subkind
220,Sinalização_Rodoviária,kind
221,Sinalização_Rodoviária_Ideal,phase
222,Sinalização_Rodoviária_com_Defeito,phase
223,Sinalização_Semafórica,subkind
224,Sinalização_Temporária,subkind
225,Sinalização_Turística,subkind
226,Sinalização_Vertical,subkind
227,Sinalização_de_Advertência,subkind
228,Sinalização_de_Educação,subkind
229,Sinalização_de_Indicação,subkind
230,Sinalização_de_Obra,subkind
231,Sinalização_de_Regulamentação,subkind
232,Sinalização_de_Serviço_Auxiliar,subkind
233,Sinalização_por_Placa,subkind
234,Sistema_de_Drenagem,kind
235,Sistema_de_Drenagem_Ideal,phase
236,Sistema_de_Drenagem_com_Defeito,phase
237,Símbolo,subkind
238,Terreno,kind
239,Terreno_Alugado,subkind
240,Terreno_Arrendado,subkind
241,Terreno_Arrendado_Explorado,role
242,Terreno_Arrendado_Imobilizado,role
243,Terreno_Cedido,subkind
244,Terreno_Comprado,subkind
245,Terreno_Comprado_Explorado,role
246,Terreno_Comprado_Imobilizado,role
247,Terreno_Explorado,role
248,Terreno_Imobilizado,role
249,Trecho_Duplicado,phase
250,Trecho_Físico_Estadual,subkind
251,Trecho_Físico_Federal,subkind
252,Trecho_Implantado,phase
253,Trecho_Leito_Natural,phase
254,Trecho_Multifaixas,phase
255,Trecho_Natural_Implantação,phase
256,Trecho_Pavimentado,phase
257,Trecho_Pista_Tripla,phase
258,Trecho_Planejada_Implantação,phase
259,Trecho_Planejado,phase
260,Trecho_Plataforma,phase
261,Trecho_Rodoviário_Concedido,role
262,Trecho_Rodoviário_Concedido_com_Serviço,role
263,Trecho_Rodoviário_Físico,kind
264,Trecho_Rodoviário_Físico_Ideal,phase
265,Trecho_Rodoviário_Físico_com_Atendimento,role
266,Trecho_Rodoviário_Físico_com_Defeito,phase
267,Trecho_Rodoviário_Multipista,subkind
268,Trecho_Rodoviário_com_Acidente,role
269,Trecho_Rodoviário_em_Lote,role
270,Trecho_Rodoviário_em_Obra,role
271,Trecho_Travessia,phase
272,Trecho_com_Canteiro_Central,phase
273,Trecho_com_Cooperação_Técnica,role
274,Trecho_com_Manutenção_Conveniada,role
275,Trecho_de_Monitoração,kind
276,Trecho_em_Obra_de_Duplicação,phase
277,Trecho_em_Obra_de_Pavimentação,phase
278,Trevo,subkind
279,Trevo_Completo,subkind
280,Trevo_Incompleto,subkind
281,Túnel,kind
282,Túnel_Ideal,phase
283,Túnel_com_Defeito,phase
284,Unidade_de_Conservação,phase
285,Variante,subkind
286,Via,category
287,Via_Aquática,kind
288,Via_Aérea,kind
289,Via_Fluvial,subkind
290,Via_Lacustre,subkind
291,Via_Lateral,subkind
292,Via_Marginal,subkind
293,Via_Marítima,subkind
294,Via_Modificada_em_Concessão,role
295,Via_Terrestre,category
296,Via_de_Tráfego_Ferroviário,kind
297,Via_de_Tráfego_Rodoviário,kind
298,Área,kind
299,Área_Destinada_a_Reforma_Agrária,phase
300,Área_Estadual,phase
301,Área_Indígena,phase
302,Área_Livre,phase
303,Área_Municipal,phase
304,Área_Privada,phase
305,Área_Protegida,phase
306,Área_Pública,phase
307,Área_Quilombola,phase
308,Área_da_União,phase
309,Área_de_Interesse_Público,role
310,Área_de_Preservação_Ambiental,phase
311,Área_de_Preservação_Permanente,phase
